chin_length,eye_angle,eye_color,eye_eyebrow_distance,eye_lashes,eye_lid,eye_slant,eyebrow_shape,eyebrow_thickness,eyebrow_weight,eyebrow_width,face_color,face_shape,facial_hair,file_name,glasses,glasses_color,hair,hair_color
0,1,1,1,1,1,0,8,3,1,0,4,4,1,cs10190400718467828215.png,1,5,61,7
0,1,0,0,0,0,0,3,3,0,2,3,5,14,cs10190662508127340751.png,5,0,3,6
2,1,0,0,1,0,0,0,3,0,1,9,5,6,cs10190874715273638082.png,11,3,108,9
0,0,3,0,1,1,0,6,3,0,2,5,5,8,cs10191019398430473260.png,6,6,74,2
1,1,0,0,0,1,2,8,1,1,0,6,1,14,cs10191023529865067705.png,8,4,41,4
0,2,2,2,0,0,1,11,2,0,1,10,1,5,cs10191090027544985366.png,6,6,65,4
0,1,0,1,1,1,1,5,2,1,1,8,6,4,cs10191176766149072149.png,11,1,26,9
1,1,3,1,1,0,1,4,3,1,2,6,0,14,cs10191501226027686795.png,11,1,38,6
0,0,4,1,1,0,2,8,3,0,0,7,4,7,cs10191545371212861287.png,11,4,24,8
2,2,4,0,1,0,0,9,1,0,2,7,0,0,cs10192037547949750416.png,4,3,105,6
2,1,3,2,1,1,2,5,0,0,2,9,2,3,cs1019214157980141875.png,11,2,64,0
2,1,3,2,0,0,1,5,0,0,1,6,5,1,cs10192491093776015275.png,11,6,58,9
0,1,1,0,1,1,0,12,2,0,0,10,6,11,cs10193127021524196153.png,1,4,43,0
0,2,3,1,1,0,1,2,1,0,1,8,1,14,cs1019339083343468216.png,6,0,109,4
2,1,0,1,0,0,1,5,0,0,1,6,5,14,cs1019340011008472299.png,11,1,92,3
1,0,2,0,0,0,0,4,3,1,0,8,0,14,cs10193430311290029821.png,11,3,20,7
1,0,3,2,1,1,1,10,3,1,1,0,5,14,cs10193528520212555547.png,11,0,33,4
0,0,0,0,0,1,2,11,0,0,1,4,6,1,cs10193826343228335865.png,7,0,53,1
2,0,4,2,0,1,1,2,1,1,1,0,1,9,cs10194036060662466829.png,4,5,90,2
1,0,4,2,1,0,2,3,2,1,2,8,3,14,cs10194052162815940277.png,11,3,97,9
2,2,4,2,1,0,0,0,0,1,2,2,3,14,cs10194666472107519598.png,11,2,22,4
1,2,2,2,0,0,2,10,3,0,1,6,0,14,cs10194678599660717788.png,8,6,18,2
2,0,2,0,0,0,2,8,0,1,2,2,5,14,cs10195006004139280305.png,3,4,24,8
0,0,1,0,1,0,2,11,3,1,2,0,1,1,cs10195241411447294756.png,6,0,23,0
2,2,0,0,0,1,1,9,2,1,1,2,1,5,cs10195557807271447130.png,11,3,93,5
1,2,4,1,0,0,1,7,3,0,1,9,0,9,cs10195723676481702627.png,1,5,48,0
2,0,3,1,0,0,2,0,1,0,2,2,2,14,cs101957715605808227.png,11,6,11,8
2,1,4,0,1,0,0,8,0,0,0,8,3,9,cs10195936023315424812.png,11,5,101,6
1,1,4,2,0,0,1,1,2,0,0,8,5,14,cs10196003185431904933.png,7,3,43,7
0,0,3,1,1,1,1,4,1,0,2,4,0,6,cs10196134431778883802.png,3,1,1,0
2,0,3,2,0,0,2,9,1,0,0,3,3,9,cs10196327806822811870.png,11,4,61,6
0,1,3,2,1,0,1,5,2,0,2,10,4,0,cs10196424717223955307.png,6,6,39,3
1,1,1,2,0,0,1,2,2,0,0,7,1,14,cs10196640019991419261.png,11,5,3,2
1,0,0,0,1,1,0,13,3,0,1,4,1,4,cs10196796104084438130.png,10,4,69,4
0,0,4,0,1,1,2,11,2,1,2,5,0,12,cs10196985741036966547.png,11,1,70,9
2,1,4,2,1,1,2,5,2,1,1,10,0,14,cs10197073763074880900.png,7,4,76,0
0,0,3,2,0,0,0,7,3,0,2,1,1,12,cs10197170056583081484.png,8,2,70,9
0,2,4,0,1,1,0,12,3,1,1,2,6,8,cs10197172228767273559.png,7,6,100,7
1,1,0,1,1,0,0,8,0,1,1,5,5,14,cs10197278908374462695.png,11,5,63,7
1,2,2,0,1,0,1,10,1,1,2,9,4,14,cs10197669886458657416.png,1,2,22,2
2,0,2,2,0,0,1,0,1,1,2,0,0,14,cs10198403424927171772.png,11,4,45,2
0,1,0,0,0,0,2,11,1,0,0,8,6,13,cs10198423036657474655.png,11,1,63,7
0,1,3,1,0,0,2,4,0,1,0,4,3,14,cs10199080822171377306.png,1,2,40,2
0,1,4,1,1,1,1,0,1,1,0,8,3,13,cs10199394758322016560.png,11,6,15,1
1,2,4,0,1,0,2,6,3,1,1,8,0,14,cs10199610389660978559.png,11,2,99,1
2,1,2,0,0,0,0,4,1,1,1,9,1,14,cs10199705675341995026.png,2,2,98,6
0,0,0,0,1,0,1,13,0,0,2,8,2,14,cs10199843605509241866.png,9,6,48,3
1,1,3,0,0,0,2,8,1,0,2,1,2,14,cs10199878018515623788.png,11,2,35,9
0,0,0,0,0,1,0,2,2,0,2,10,1,14,cs10199926874155009126.png,3,6,101,5
1,0,2,0,1,0,0,1,3,0,0,1,1,13,cs10199967553691032287.png,11,5,11,3
1,0,3,0,0,0,1,0,0,1,1,3,3,14,cs1020003956617799648.png,11,6,101,7
1,2,0,1,0,0,2,3,1,0,0,7,3,4,cs10200308490831276240.png,6,0,10,2
0,0,3,2,1,1,0,8,2,0,1,4,1,14,cs10200435821669214031.png,6,1,7,4
0,1,2,1,1,1,1,2,1,1,0,7,6,14,cs10200467148140821903.png,11,3,32,5
0,1,2,0,1,0,1,5,3,1,1,1,3,14,cs10200687402216318749.png,11,1,65,9
2,1,4,0,1,0,2,6,3,1,2,6,6,5,cs10200967695376222380.png,11,1,90,3
2,2,1,1,0,1,2,0,3,0,2,7,2,14,cs10201140639989536798.png,3,4,7,8
0,2,3,1,0,1,0,13,0,0,2,3,6,12,cs10201200535969226298.png,11,4,62,9
2,1,4,1,0,1,0,0,3,0,1,6,2,8,cs10201344101149187929.png,1,1,49,0
1,0,0,1,0,1,0,8,0,0,1,7,6,6,cs10201419565162571847.png,0,6,104,4
2,2,1,2,0,1,1,11,3,1,2,9,4,8,cs10201632395371024097.png,2,2,84,9
0,0,0,2,1,0,2,3,1,1,0,3,3,4,cs10201641286695514894.png,11,2,105,6
0,0,1,2,0,1,0,13,0,0,1,10,2,14,cs10201793255178201534.png,10,6,38,3
1,2,2,2,1,1,2,6,1,1,2,10,3,14,cs10201894814738032328.png,5,2,100,3
1,0,4,0,0,1,1,0,1,0,1,8,5,12,cs10202230117408697473.png,11,4,51,7
1,0,1,0,1,0,2,7,2,0,1,0,1,6,cs10202282804881957531.png,2,3,48,2
0,0,4,1,1,1,0,12,3,1,2,7,1,11,cs10202341161671009515.png,1,0,18,1
0,0,0,0,0,0,0,0,3,0,2,10,4,14,cs10202470578420108494.png,11,0,31,3
1,2,1,0,0,0,1,10,0,1,0,9,2,14,cs10202471876746243045.png,5,3,105,5
1,2,4,1,0,1,2,10,1,0,1,9,3,6,cs10202490268029701721.png,9,3,62,7
2,1,4,0,1,1,2,13,2,0,1,0,5,14,cs10202858333563693343.png,11,2,16,8
1,1,4,0,0,0,1,5,1,0,0,5,1,10,cs10202973378130544353.png,11,3,44,9
1,1,0,1,1,0,2,11,0,1,2,10,4,12,cs10202997251062186921.png,11,3,14,3
1,2,0,2,0,0,0,13,0,0,2,8,3,14,cs10203074809570916327.png,9,6,100,4
2,1,3,1,0,1,1,11,3,1,1,0,0,6,cs1020328814961222880.png,11,1,34,3
0,0,1,2,1,1,0,4,0,0,0,6,1,14,cs10203451908549208391.png,7,2,60,7
0,0,1,2,1,1,1,7,3,0,2,3,6,14,cs10203539977229196247.png,11,1,46,2
1,1,2,2,1,0,1,8,3,1,0,5,4,9,cs10203564993615335334.png,11,1,25,0
0,2,4,2,0,0,1,3,0,0,2,2,6,1,cs10203777497314998145.png,7,4,97,7
0,0,1,1,1,0,1,5,1,0,0,10,6,13,cs10203803054677590966.png,5,4,69,5
0,0,4,0,0,0,0,8,0,1,1,5,5,11,cs10204085422030307900.png,11,6,96,2
1,1,1,2,1,0,2,8,2,1,1,9,1,6,cs10204106408377649619.png,11,0,7,2
2,1,0,2,0,1,1,11,2,0,0,9,4,14,cs10204112738755584518.png,9,3,1,0
0,0,3,1,1,1,0,7,3,1,2,9,2,13,cs10204128840483409362.png,10,2,13,7
1,0,3,1,0,0,1,5,2,0,1,2,0,3,cs10204304321261623967.png,7,2,90,5
1,0,0,1,0,1,2,1,0,0,2,10,5,5,cs10204430341773708492.png,6,1,26,6
2,1,4,1,0,1,0,12,1,0,0,10,0,14,cs10204637143235773618.png,2,4,86,1
0,2,4,2,1,1,0,7,1,1,0,6,4,12,cs10204654543606197680.png,11,4,1,6
0,1,2,1,0,1,0,8,3,0,1,2,4,14,cs10204759670760638175.png,5,2,18,8
1,1,1,1,0,0,0,0,0,1,2,4,5,14,cs10205045989644393184.png,0,5,65,2
1,2,4,2,1,1,0,10,3,1,0,8,6,13,cs10205104157914338504.png,11,2,19,3
1,2,1,1,0,1,1,3,1,1,0,3,5,14,cs10205279313084001430.png,11,4,19,3
0,2,0,0,1,1,2,6,2,1,1,1,6,7,cs10205469912002319202.png,11,6,12,9
2,1,4,2,0,0,1,3,0,1,1,3,0,4,cs10205518034026485871.png,2,0,78,5
2,2,0,2,0,1,0,12,3,1,0,0,1,8,cs10205600533750945616.png,11,4,97,0
0,2,4,1,0,1,2,3,1,0,0,8,2,2,cs10205811906551968596.png,1,2,102,0
0,2,2,2,1,0,1,4,3,1,1,5,6,14,cs10205892814706106216.png,11,0,73,5
0,0,2,1,0,1,2,7,2,0,0,0,2,14,cs10206194321893932282.png,0,6,34,5
2,2,1,0,0,1,0,1,1,0,0,8,6,11,cs10206214035328262058.png,11,1,100,7
2,0,2,0,0,1,1,6,0,1,0,1,4,14,cs10206324994172700615.png,11,3,92,3
0,0,1,2,0,1,1,3,2,1,2,5,1,11,cs1020647179666958324.png,11,5,77,9
2,0,0,0,0,0,1,11,2,1,2,9,2,3,cs10206544135356359980.png,11,0,87,8
0,0,0,1,0,1,2,13,0,0,1,6,0,2,cs10207212320996597139.png,7,4,5,5
2,2,0,0,1,1,1,13,0,0,0,7,4,5,cs10207413169767863868.png,1,5,69,2
0,2,2,1,1,1,2,4,2,0,1,7,3,14,cs10207658100329316619.png,3,4,58,1
1,2,3,2,0,0,1,10,1,0,2,4,4,8,cs10207785952223416616.png,0,1,109,4
1,2,0,0,1,1,2,11,0,1,2,6,1,0,cs10207786771510503177.png,0,0,75,6
0,0,3,0,1,0,2,10,2,0,0,3,3,2,cs10207955947565747517.png,5,3,31,4
1,1,4,2,1,0,1,7,1,1,2,2,6,13,cs10207993971362826165.png,9,2,53,9
1,2,0,0,1,0,0,3,1,1,0,9,3,14,cs10208301898071037333.png,9,6,89,5
0,1,1,2,1,1,1,10,0,1,0,6,4,14,cs10208416885682100522.png,11,6,90,8
0,2,1,0,1,1,1,4,0,1,0,5,2,1,cs1020857359377483234.png,3,4,74,1
0,2,4,1,0,1,2,10,3,1,0,6,2,13,cs1020860014115618144.png,11,3,23,8
1,2,0,0,1,0,0,4,3,0,0,9,4,14,cs10209017148479847706.png,11,3,30,1
1,0,2,2,0,1,0,7,3,0,1,9,4,1,cs10209028627271098708.png,6,4,8,3
1,1,1,1,0,0,0,10,3,0,1,10,3,11,cs10209088203332846039.png,11,6,79,4
0,1,3,2,0,1,2,5,2,1,1,6,1,3,cs10209842947309158505.png,11,6,13,3
0,2,2,1,0,0,1,9,2,1,0,8,0,14,cs10209995142368768752.png,10,1,98,8
1,2,3,1,1,0,1,1,2,0,0,0,1,14,cs10210175302737812626.png,2,4,70,3
0,2,0,2,1,0,1,6,1,1,0,9,3,4,cs10210222838625340963.png,11,5,0,1
1,1,3,1,1,1,0,7,1,0,1,1,0,14,cs10210467397580272492.png,9,5,59,4
1,0,1,0,0,1,2,5,0,1,2,3,6,14,cs10210540547194101903.png,11,2,100,6
0,2,2,0,1,1,2,0,0,1,0,3,1,14,cs10210617697646870192.png,11,1,107,5
2,2,1,0,0,0,1,4,1,1,0,2,5,14,cs10210744900895480620.png,11,3,57,1
2,0,4,2,1,0,0,13,2,1,0,2,2,14,cs10210947344365924193.png,11,1,75,7
2,0,2,1,1,1,2,1,1,1,0,0,4,13,cs10211279186649741457.png,11,6,19,2
0,1,2,0,0,0,1,11,3,0,0,4,5,5,cs10211397416587658261.png,11,2,58,6
1,1,2,0,1,1,0,8,2,1,2,2,5,14,cs10211438949091538801.png,11,1,84,0
0,2,2,1,0,1,0,5,0,1,2,5,1,14,cs1021152103259508515.png,11,1,49,4
0,2,0,0,0,0,1,10,1,1,1,4,2,14,cs10211624261408441098.png,0,6,74,8
1,1,0,0,1,1,2,0,0,0,2,9,0,14,cs10212216361125410331.png,9,3,101,1
0,2,4,2,0,1,1,4,2,0,0,2,0,14,cs10212276827364631331.png,11,1,57,9
2,0,4,2,1,1,2,8,1,0,2,6,3,14,cs1021236176453384799.png,11,6,15,9
1,2,0,2,0,1,2,10,3,1,2,8,0,14,cs10212462318751899497.png,11,6,69,1
0,1,3,0,0,0,1,13,3,0,2,5,2,14,cs10212649272805515385.png,11,0,32,6
1,2,3,1,1,1,0,6,2,0,0,1,3,14,cs10212693429846801058.png,6,5,36,2
1,2,3,0,1,0,0,8,2,0,2,2,6,14,cs10212713791219026017.png,4,0,17,0
2,0,2,0,0,0,1,6,0,0,0,9,1,14,cs10212931963352295445.png,11,1,82,8
0,2,1,0,0,0,0,0,0,0,0,10,2,12,cs10213005554688595362.png,3,1,5,3
1,1,4,2,0,0,0,6,0,1,1,0,1,14,cs10213054552013121107.png,5,4,105,0
2,0,0,2,0,1,1,6,2,0,1,5,4,5,cs10213146473296728470.png,9,3,18,0
0,1,1,1,1,1,0,2,3,0,1,5,2,4,cs10213158243647856797.png,9,5,18,5
0,0,4,1,1,1,0,11,0,0,2,3,0,14,cs10213252059035131577.png,11,3,30,1
2,0,3,0,1,0,2,5,1,1,2,4,0,0,cs1021326592084150803.png,11,6,64,3
2,0,1,2,0,1,1,6,0,0,1,3,1,14,cs10213309287836257741.png,11,3,61,1
0,2,1,1,0,0,2,12,1,1,2,3,0,14,cs10213498259122973104.png,11,3,99,0
1,0,4,1,1,0,1,9,0,0,1,4,3,7,cs10213515036980331108.png,11,1,46,8
1,2,4,2,0,1,2,11,3,0,1,1,1,12,cs10213632872627333488.png,11,3,16,5
0,1,3,1,0,1,2,10,3,0,0,9,2,7,cs1021377209769019542.png,11,6,1,8
1,1,0,1,1,1,2,2,2,1,0,8,1,4,cs10214131322462591217.png,8,5,10,4
2,0,1,1,0,1,1,7,0,1,1,3,5,14,cs10214179403191730201.png,5,4,60,9
0,2,0,2,0,0,1,7,0,1,1,1,0,14,cs10214221487667557435.png,6,4,50,2
2,2,0,1,0,0,0,10,0,1,1,5,4,14,cs10214229300692237542.png,6,1,33,8
2,2,4,0,0,0,2,9,2,1,0,10,3,9,cs10214336761276306758.png,10,6,55,2
0,1,3,1,1,0,0,6,0,1,1,1,3,7,cs10214798580968282224.png,7,6,95,8
2,1,0,1,0,1,0,4,3,1,0,2,5,14,cs10214868897122833648.png,5,5,29,6
2,2,1,0,0,0,1,13,1,0,0,6,3,3,cs10215013934573703011.png,6,0,10,5
1,2,2,2,1,1,0,10,1,0,2,7,1,8,cs10215486297637638571.png,3,6,56,4
1,0,1,2,0,0,0,5,1,1,1,7,3,13,cs10215805604169421434.png,4,1,76,3
2,2,4,0,0,1,2,4,3,1,1,9,2,14,cs10216002142075161325.png,0,0,23,4
1,0,0,2,0,1,0,10,3,0,2,10,6,14,cs10216101957771125143.png,9,3,106,3
0,0,3,0,1,0,2,10,0,1,1,4,2,0,cs10216205120054647881.png,8,3,21,7
1,2,4,0,0,1,1,10,3,0,2,1,1,14,cs10216599371966657025.png,11,0,40,3
1,2,3,2,1,0,1,10,0,1,1,4,2,3,cs10216764719839497538.png,11,4,71,5
2,0,1,0,0,0,0,9,3,1,0,4,4,11,cs10216963650478853263.png,3,4,0,8
1,0,0,0,1,0,0,2,1,0,0,9,0,1,cs10217316785900844909.png,11,5,41,3
1,1,0,1,1,1,1,12,3,1,1,10,0,14,cs10217462315803772409.png,11,0,19,3
1,0,0,2,0,0,1,10,1,1,0,3,2,4,cs10217590496634504115.png,11,0,30,1
0,1,3,1,0,0,0,9,0,1,0,0,3,14,cs10217619608405499382.png,3,2,12,6
1,2,0,0,0,0,2,5,0,1,1,4,5,8,cs1021791117442645563.png,6,1,109,8
1,1,3,0,1,1,2,4,0,0,1,8,3,14,cs10218032653000441047.png,11,5,52,1
0,2,4,0,0,0,1,7,1,0,0,10,2,9,cs10218165263393903052.png,3,0,25,0
2,1,1,2,1,1,0,3,3,0,2,8,2,14,cs10218651872594808842.png,11,2,8,1
2,0,3,1,0,0,1,5,0,1,2,0,6,14,cs10218813676005267258.png,9,5,4,4
2,0,2,0,1,0,2,7,1,0,0,4,0,14,cs10218866119760379415.png,11,4,98,5
0,2,3,2,1,0,1,10,2,1,0,1,5,14,cs10218894370950156606.png,11,2,82,2
0,0,4,0,0,0,1,1,1,0,1,6,2,6,cs10218963143852287870.png,4,2,6,2
2,0,1,1,1,1,2,3,0,0,2,2,0,12,cs10219058027988524912.png,11,4,101,1
0,0,4,2,0,1,1,5,1,1,1,8,6,14,cs10219117619513699482.png,11,4,70,4
1,0,3,2,0,0,1,11,1,0,1,3,4,14,cs10219177309896216419.png,11,2,28,8
2,1,1,1,0,0,2,3,1,0,2,5,6,9,cs1021920590129357704.png,6,5,21,8
1,2,3,0,1,1,0,11,2,1,2,10,6,8,cs1021920970349308920.png,2,3,14,0
1,2,1,0,1,0,0,9,0,1,1,1,4,13,cs10219263339174934273.png,9,5,9,0
0,0,0,0,1,0,0,5,0,0,2,8,1,14,cs10219316779720677498.png,11,0,16,9
1,2,0,2,1,1,1,8,3,1,1,1,5,14,cs10219380164460308202.png,11,4,31,6
1,2,3,1,0,0,2,10,0,1,2,10,1,12,cs10219384276961679873.png,8,4,78,2
0,2,0,1,0,0,1,12,3,0,0,6,4,11,cs10219481739422910652.png,11,5,8,3
1,0,2,1,0,0,0,11,2,0,1,1,5,14,cs10219599550019527387.png,9,2,16,2
0,1,3,0,1,0,0,8,0,1,2,1,5,14,cs10219875307489533751.png,2,5,39,2
0,2,2,2,1,1,1,7,2,0,1,10,0,14,cs10220090519742621460.png,11,3,1,2
0,0,1,2,1,1,0,8,0,1,1,2,2,14,cs1022027471196649864.png,4,3,76,4
2,1,4,2,0,1,0,5,2,1,0,3,3,2,cs10220416941449939790.png,11,2,50,2
1,0,2,1,0,0,2,3,3,1,1,10,0,14,cs10220678318696307919.png,8,0,88,1
2,1,3,2,1,0,2,10,3,1,2,7,2,5,cs10220721184633255391.png,10,0,31,1
0,1,0,0,1,0,0,10,2,0,0,3,0,4,cs10220737100651465380.png,2,5,63,1
1,1,0,1,0,1,2,5,2,0,1,3,6,4,cs10220833306005706599.png,11,0,3,6
0,2,4,1,1,0,0,3,0,0,2,8,5,14,cs10220842222484478821.png,6,4,78,5
1,2,0,2,0,0,2,6,1,1,1,1,2,10,cs1022086448394030091.png,8,4,109,0
1,2,1,0,1,1,1,12,3,0,2,8,4,2,cs10220942474263740280.png,4,6,35,6
1,0,2,0,1,1,1,6,3,1,1,8,3,13,cs10220965216703132136.png,11,5,18,3
1,2,3,0,0,1,2,11,3,1,0,8,2,6,cs10220999042304702633.png,9,0,67,0
2,1,4,0,0,1,2,4,1,1,0,8,4,14,cs10221135438945533923.png,8,0,40,6
2,0,2,2,1,1,2,5,1,0,1,6,4,8,cs10221512212220124988.png,11,6,94,0
0,2,3,0,0,1,0,9,0,1,0,10,3,14,cs10222050205974276580.png,9,6,3,7
1,0,3,1,1,1,0,7,1,1,1,6,4,14,cs10222243820600447288.png,2,2,24,4
2,0,0,2,0,1,0,1,0,1,0,8,3,14,cs10222575226914426950.png,3,0,39,8
2,0,2,0,0,0,0,10,1,1,0,4,3,10,cs10222638416060127595.png,11,3,71,7
0,2,2,0,0,1,2,8,1,0,1,7,3,14,cs10222644402131132914.png,11,4,100,5
0,2,2,0,0,1,0,2,1,1,2,0,5,14,cs10222674699629996760.png,7,2,22,2
2,1,1,1,1,0,0,11,0,1,0,3,6,14,cs10222979414112514457.png,1,2,19,9
1,0,4,2,1,1,1,13,3,1,0,9,1,0,cs10223000579691596401.png,11,6,108,1
1,2,4,0,0,1,1,7,2,1,2,1,5,4,cs10223012448314914299.png,11,1,38,1
0,2,3,1,1,0,1,7,0,1,0,2,1,14,cs10223077347424297949.png,11,3,57,7
2,1,2,1,1,0,1,12,1,0,1,3,4,14,cs10223496470686370057.png,6,3,73,8
2,2,4,1,0,0,1,4,0,1,1,5,5,14,cs10223648281442535283.png,11,6,98,1
2,0,3,1,0,1,2,11,1,0,1,10,5,14,cs10223864644962354288.png,11,6,20,2
2,2,0,1,0,0,0,6,1,1,1,8,1,3,cs10224049995553415916.png,11,2,85,0
2,1,3,0,0,1,0,0,2,1,2,8,0,0,cs10224110520297960390.png,11,2,22,1
2,1,4,1,0,1,0,12,0,1,0,6,5,1,cs10224114319516022240.png,11,0,92,6
2,0,3,1,0,1,1,9,0,0,2,0,2,14,cs10224293351588965124.png,11,0,53,6
0,1,3,1,1,0,1,5,2,0,1,4,6,12,cs10224331010881386349.png,11,0,23,3
1,1,2,1,1,1,1,8,1,0,2,0,6,14,cs10224643561273453354.png,11,5,39,8
2,2,4,1,1,0,2,11,0,1,1,7,1,14,cs10224664804942199684.png,11,0,48,8
1,1,0,0,0,0,1,13,2,0,2,5,0,14,cs10224717968806910773.png,10,0,99,1
2,0,1,2,1,0,2,13,3,0,2,7,1,8,cs10224742290478750686.png,9,3,106,7
1,2,4,1,1,0,2,8,2,1,2,4,1,14,cs10224763310944141964.png,5,5,99,1
1,2,1,0,0,0,1,9,2,1,1,3,0,14,cs10224852081526365552.png,9,2,32,9
2,1,3,2,0,1,1,0,0,0,0,10,5,10,cs10224895620369041539.png,11,0,95,6
1,0,1,0,0,1,0,11,0,0,1,5,0,14,cs10225054332036529575.png,7,3,101,0
0,2,1,0,1,0,1,7,2,0,0,2,0,14,cs10225108097759591024.png,11,0,101,1
0,2,4,1,1,1,0,1,1,0,2,9,2,14,cs10225754616440785291.png,5,6,50,1
0,0,3,1,1,1,1,2,1,0,2,1,2,14,cs10225903536332458594.png,11,2,22,9
1,0,0,0,0,0,0,2,3,1,0,9,2,2,cs1022604809897640926.png,2,3,26,1
0,0,0,2,1,1,2,10,3,0,2,1,5,8,cs10226237192068739381.png,0,1,5,2
2,2,4,1,0,0,0,7,1,1,2,2,2,14,cs10226799080435290389.png,11,6,84,5
0,0,0,0,1,0,0,9,1,0,2,10,5,11,cs10226941018860374629.png,4,2,45,7
0,0,1,0,1,0,2,0,1,1,2,10,1,14,cs1022724317930192998.png,7,4,30,3
2,1,0,0,0,1,2,9,3,0,0,3,3,14,cs10227333836813328941.png,11,1,49,9
0,1,1,2,0,0,0,0,1,1,1,6,0,14,cs10227709043299304155.png,11,2,64,7
1,2,0,2,1,1,1,0,1,1,1,2,3,9,cs10227965317594986473.png,11,6,3,2
0,1,0,2,0,0,1,13,1,0,1,5,5,14,cs10228077486166577114.png,11,4,54,5
1,1,2,1,1,1,0,7,3,0,2,4,0,13,cs10228289742463988533.png,1,2,103,4
2,0,1,1,1,0,1,8,1,0,1,8,0,6,cs10228635870197665697.png,5,3,24,4
0,0,2,2,1,1,1,13,2,0,1,6,4,14,cs10228670484799124437.png,8,5,105,0
1,2,1,0,0,0,2,1,0,0,2,7,5,9,cs10228864226631465137.png,11,4,51,7
0,1,3,2,0,1,0,4,1,0,0,10,0,14,cs10228959445055477468.png,5,5,1,8
2,2,3,0,0,1,1,11,2,1,1,0,0,14,cs10229052448591943261.png,7,4,58,6
2,1,3,1,1,1,2,13,0,1,1,8,4,14,cs10229120559796522709.png,2,5,94,4
0,2,4,1,1,0,2,9,3,1,2,10,6,8,cs10229455421997170475.png,2,1,76,3
1,1,3,2,1,0,1,9,1,0,0,6,0,14,cs1022971984661427035.png,11,5,73,0
0,0,4,1,1,1,0,13,1,0,0,0,6,1,cs10229786461134409580.png,11,1,18,3
0,2,3,1,0,1,2,5,3,0,1,6,4,14,cs10229859342684078069.png,11,1,41,1
1,2,1,1,1,0,0,10,1,1,0,1,1,14,cs10230102849322023965.png,11,3,15,1
1,1,1,1,0,1,1,13,0,1,0,5,5,0,cs10230274592249016743.png,11,4,40,3
2,1,3,2,1,1,0,8,3,0,0,1,3,7,cs10230378316896900053.png,11,0,88,3
1,1,3,0,0,0,1,8,3,0,1,1,2,14,cs10230457406302515325.png,8,3,19,5
2,0,1,0,0,0,0,7,3,1,1,4,6,14,cs10230481885556246959.png,11,3,47,2
2,0,3,1,0,0,0,0,3,0,0,7,1,14,cs10230727437734386727.png,6,2,38,3
2,2,0,0,0,1,2,3,1,1,2,5,3,13,cs10230787507112995374.png,11,2,85,9
2,2,0,0,0,0,1,0,2,0,2,1,0,14,cs10231269986810078552.png,11,1,59,1
1,0,1,2,1,1,0,6,0,1,1,6,0,0,cs10231305414956210671.png,8,2,68,2
2,2,0,0,1,0,2,13,2,0,2,0,2,14,cs10231371923589184801.png,1,4,4,5
2,2,1,2,1,0,2,0,3,1,0,8,1,4,cs10231684837933921538.png,11,2,53,4
0,0,3,1,1,0,2,11,0,1,0,8,0,14,cs10231699928970196509.png,2,1,16,1
0,2,4,2,1,1,1,12,1,1,0,4,4,14,cs10231705410905097814.png,11,5,33,7
0,0,2,2,1,0,1,8,1,0,1,9,4,3,cs10231993232951665245.png,1,6,60,3
0,0,2,2,0,1,0,3,2,1,0,10,4,14,cs10232001360069448904.png,3,1,55,0
0,0,4,0,0,1,2,11,3,1,2,1,4,14,cs10232333269661845386.png,11,5,78,9
2,0,0,1,0,0,2,13,1,1,0,0,1,3,cs10232525745373825792.png,2,6,59,0
1,0,4,2,1,0,0,2,2,0,0,10,5,11,cs10232610053279295088.png,11,5,27,8
0,0,3,1,1,0,0,11,0,0,0,4,1,14,cs10232779908011310999.png,5,3,80,7
1,0,2,1,0,1,0,1,0,0,1,1,4,14,cs10232879792152138775.png,11,2,75,8
1,0,1,1,1,1,1,12,2,0,1,6,0,14,cs1023290184822578937.png,11,4,88,0
2,2,4,1,0,0,1,4,3,0,1,9,4,6,cs10233033447524917715.png,11,3,71,3
0,0,4,2,1,0,0,13,1,1,2,10,0,5,cs10233275650579616788.png,7,5,24,0
2,1,3,0,1,0,2,6,3,1,2,2,2,14,cs10233332246591910576.png,11,4,88,4
0,0,3,1,0,1,1,10,1,0,2,3,5,14,cs10233726594765102332.png,6,4,24,1
0,2,0,0,0,0,1,11,0,0,0,4,4,0,cs10233851047162853895.png,11,2,68,1
2,0,4,2,1,1,0,11,2,1,2,8,0,5,cs10234189349225532998.png,2,5,70,5
1,1,2,1,0,1,1,3,2,1,0,1,6,14,cs10234609982540658035.png,1,4,19,6
2,0,2,2,0,1,2,11,1,1,1,10,6,9,cs10234716469780823523.png,11,3,1,9
1,2,0,2,0,0,2,8,1,0,1,9,2,14,cs1023477545819243883.png,7,3,4,9
0,2,2,1,0,1,0,1,0,1,2,2,3,14,cs10235143751538088921.png,11,1,63,9
0,0,3,1,0,0,0,12,0,0,1,4,4,12,cs1023523707442322542.png,2,4,3,4
1,2,1,1,0,0,0,13,2,0,2,1,1,11,cs10235367840187202061.png,8,1,7,9
2,0,3,2,0,0,0,1,1,1,1,3,4,8,cs10235413515432908261.png,3,4,87,3
2,0,3,1,0,0,2,1,3,1,1,9,4,3,cs10235480016099206161.png,2,0,51,5
0,1,1,2,1,1,2,0,1,1,1,5,5,14,cs10235808030229401095.png,10,6,4,1
1,2,2,0,1,1,0,6,0,1,0,8,6,14,cs10235999692540218730.png,11,5,87,6
