chin_length,directory_name,eye_angle,eye_color,eye_eyebrow_distance,eye_lashes,eye_lid,eye_slant,eyebrow_shape,eyebrow_thickness,eyebrow_weight,eyebrow_width,face_color,face_shape,facial_hair,file_name,glasses,glasses_color,hair,hair_color
1,1,2,1,0,1,1,0,3,2,0,2,1,2,14,cs14149853149072257498.png,11,2,82,9
2,1,2,1,2,1,0,0,9,1,0,1,3,6,12,cs1415088210191602563.png,11,6,59,9
2,1,0,0,0,1,0,1,8,1,1,2,10,3,14,cs14153911719148778724.png,11,1,74,0
1,1,2,1,1,0,1,1,7,3,0,2,8,0,14,cs14156313726137602447.png,6,2,102,9
0,1,2,4,0,1,1,2,13,3,1,1,8,2,14,cs14156392766719966391.png,11,6,76,9
2,1,0,3,2,0,0,0,0,1,0,2,1,4,11,cs14157078896334500441.png,11,3,51,9
0,1,0,2,1,0,1,2,13,2,1,0,5,3,14,cs14159781642575089016.png,11,3,64,7
1,1,1,4,1,1,0,0,10,1,1,0,8,5,14,cs14159968430771899645.png,11,6,10,4
0,1,2,2,2,1,0,2,6,2,0,2,1,4,1,cs14160863760624408574.png,11,2,82,4
2,1,1,0,2,0,1,2,0,3,1,2,3,6,14,cs14161510293817460165.png,11,5,43,9
0,1,2,3,1,1,1,0,11,1,0,0,8,0,2,cs14161692728976725341.png,11,0,64,0
0,1,1,3,2,0,0,1,9,3,1,0,8,0,14,cs14162819537234442158.png,11,0,25,4
2,1,0,3,2,1,1,0,5,2,0,2,3,4,3,cs14167636621158514490.png,11,0,36,6
1,1,2,3,1,0,0,2,2,3,0,0,1,2,3,cs14168060419116657704.png,11,5,71,0
1,1,2,3,0,1,0,1,11,1,0,0,1,3,14,cs14173689563555696893.png,11,0,47,6
0,1,1,2,2,1,0,1,12,1,0,1,8,5,14,cs14174005475902248505.png,1,6,78,4
2,1,1,0,1,1,1,1,1,3,0,0,10,4,11,cs14174322127358464256.png,11,6,74,0
2,1,1,4,2,1,1,1,11,0,0,1,8,1,3,cs14174554013873934437.png,11,1,21,9
0,1,0,1,2,1,0,2,9,1,1,0,3,3,14,cs14174790476750904216.png,11,1,26,9
0,1,0,2,1,1,1,1,9,1,1,0,3,6,1,cs14175616392535755901.png,1,2,84,9
0,1,0,0,0,0,0,0,6,1,0,0,3,3,4,cs14176095429416840747.png,11,2,99,3
0,1,0,1,0,1,0,2,7,0,0,1,8,1,12,cs14176527554177685374.png,11,1,32,9
2,1,2,3,1,1,1,2,12,2,0,1,10,1,2,cs1417672155912765770.png,11,4,1,7
2,1,1,2,2,0,1,0,8,3,1,0,5,4,14,cs14177090589707722998.png,11,1,6,9
2,1,2,3,2,1,1,2,11,3,0,1,8,6,14,cs14178175796631118605.png,11,1,33,6
1,1,1,3,2,1,0,0,0,3,0,2,3,4,1,cs14178665069809270159.png,11,2,51,0
2,1,1,0,2,1,0,2,9,0,1,0,10,6,1,cs14179294930403010680.png,11,4,52,4
0,1,1,2,0,0,0,2,5,0,1,2,5,3,14,cs14179671118080051062.png,11,3,93,3
2,1,0,2,2,1,1,1,9,0,1,1,1,2,0,cs14179702770431535954.png,11,5,6,0
0,1,1,4,2,0,0,0,13,1,0,0,8,0,2,cs14180095816241541494.png,1,3,67,6
0,1,0,4,1,1,1,0,9,3,1,1,1,0,10,cs14180387141488668201.png,11,5,56,0
1,1,0,1,2,0,1,0,9,0,1,0,10,1,14,cs1418048003156721767.png,11,0,102,4
2,1,2,0,2,1,0,2,7,1,1,2,10,6,5,cs14180956454604941106.png,11,2,56,9
1,1,0,4,1,1,0,2,3,3,1,1,5,3,14,cs14181752253453864307.png,11,4,25,6
0,1,1,2,1,0,0,1,11,3,1,2,3,1,7,cs14182000574533017556.png,6,6,74,3
1,1,1,1,2,1,1,2,12,2,1,0,1,3,14,cs14182102808074946623.png,11,0,40,6
2,1,0,3,1,1,0,2,9,0,0,1,5,0,2,cs14183555410661925679.png,11,6,75,9
2,1,0,0,1,1,0,0,6,0,1,0,5,2,12,cs14184858064100373706.png,11,3,97,9
2,1,0,2,2,0,0,0,12,0,1,1,1,2,7,cs14185649304327254534.png,11,2,109,3
2,1,2,0,2,1,1,1,1,3,0,0,10,5,14,cs14185655765980314045.png,6,1,96,6
0,1,1,0,0,1,1,0,9,2,0,1,5,6,14,cs14185877081523889014.png,11,1,95,3
1,1,1,3,2,1,1,0,2,3,0,2,1,5,6,cs14187643222732679470.png,6,6,36,4
2,1,2,3,1,1,0,2,10,1,0,2,8,5,14,cs14189429740202203095.png,11,1,11,3
2,1,2,1,1,1,1,0,11,3,0,0,8,6,7,cs1418984260778009982.png,11,0,36,0
2,1,0,4,0,1,0,2,2,0,0,1,3,0,14,cs14190248142379324225.png,1,3,46,0
2,1,2,1,0,1,1,1,6,0,0,1,5,4,2,cs14190654304133701468.png,11,1,43,0
0,1,2,0,1,0,0,1,11,3,0,1,1,2,10,cs14191001641498904004.png,11,5,102,7
0,1,2,3,2,1,0,0,4,3,1,1,3,6,14,cs1419107087303216430.png,11,3,14,3
1,1,2,4,1,0,0,1,10,0,0,1,3,3,14,cs14191568195331616978.png,11,3,63,4
0,1,0,3,0,1,1,2,1,0,0,2,5,1,3,cs14192296255553011921.png,11,2,24,7
0,1,0,2,2,1,0,1,11,2,0,0,3,2,12,cs14192616146522975517.png,11,0,73,7
2,1,0,3,1,0,1,1,9,2,1,2,10,5,11,cs14193767152802301047.png,11,1,88,6
2,1,1,1,2,1,0,1,10,1,0,0,1,2,14,cs14195091828835378432.png,11,4,44,0
2,1,2,1,2,1,1,1,5,2,1,2,1,4,14,cs14195615447824657233.png,11,0,6,6
2,1,1,3,0,1,0,1,2,1,0,0,8,5,2,cs14196065591148848177.png,6,3,14,0
2,1,1,2,1,0,1,0,9,1,1,1,10,4,4,cs14197328759840621352.png,11,2,82,4
2,1,1,3,2,0,1,0,10,1,0,1,3,0,4,cs14197560996982615175.png,11,0,35,7
1,1,1,4,1,1,1,2,1,2,1,0,5,3,10,cs14199154932458811881.png,11,0,14,4
0,1,1,4,0,0,1,1,9,0,1,0,5,2,14,cs14202153995791431746.png,11,5,109,6
0,1,2,4,2,1,0,0,8,2,1,1,5,1,14,cs14205848531837446775.png,11,0,76,4
2,1,2,2,2,0,1,0,13,0,1,2,10,0,14,cs1420727360319349998.png,11,6,13,9
2,1,0,2,1,0,0,1,11,0,0,2,3,5,3,cs14207984575993147288.png,1,2,55,0
0,1,1,0,0,1,0,2,1,1,0,1,3,3,14,cs14208473703098001070.png,11,0,68,4
2,1,1,3,1,0,0,0,1,1,0,0,10,2,0,cs14209098278096681207.png,11,6,9,6
0,1,2,1,2,0,0,0,8,2,1,2,5,2,12,cs14209254162156609104.png,11,6,101,9
1,1,0,1,0,1,0,1,11,0,1,0,5,5,14,cs14210428723161692777.png,11,5,87,0
2,1,1,1,2,1,0,1,10,3,1,0,8,2,2,cs14212694182273905930.png,1,4,91,9
1,1,1,3,0,1,0,1,6,1,1,2,5,2,14,cs14213945668074884472.png,1,6,26,0
0,1,1,3,0,1,0,2,5,1,1,2,5,5,0,cs14215000061115861563.png,11,3,66,9
1,1,0,2,2,0,0,0,3,0,0,2,1,3,14,cs14216939860095494822.png,11,3,12,4
0,1,0,3,2,1,0,0,0,1,1,1,5,5,14,cs14218171726689884080.png,11,2,20,7
2,1,2,3,0,0,1,2,0,3,1,2,5,0,8,cs14221624413574209053.png,11,5,46,7
0,1,0,1,1,0,0,0,2,1,0,0,3,0,14,cs14223951486617178811.png,6,4,51,0
1,1,0,0,1,0,0,2,4,1,1,1,10,4,6,cs14223954212574284275.png,11,0,42,9
2,1,0,4,1,0,0,2,12,3,0,1,5,2,1,cs14224431476465133816.png,11,6,52,7
0,1,1,1,1,1,0,0,9,3,0,0,1,0,12,cs1422517866036320453.png,11,4,87,4
1,1,0,4,0,1,1,1,8,1,0,2,10,0,4,cs14225491602519976037.png,1,3,105,6
0,1,0,4,1,0,0,2,5,0,1,1,5,1,3,cs14226442353399954527.png,11,6,64,9
1,1,0,0,2,1,1,2,12,3,0,2,8,1,14,cs14227081326831352168.png,11,6,49,6
1,1,0,3,2,1,1,1,0,1,1,1,1,6,14,cs14227375714658058581.png,11,6,109,6
0,1,2,1,2,1,0,1,2,1,1,1,10,6,14,cs14227471942965028300.png,11,4,69,3
1,1,2,2,2,1,1,1,9,1,0,2,8,3,11,cs14228483167338589967.png,11,6,22,4
0,1,1,2,1,0,1,0,9,0,0,2,3,4,14,cs14229157290862760391.png,11,3,53,9
2,1,0,2,1,1,0,2,7,3,0,1,3,3,7,cs14229489255184099721.png,11,3,49,0
2,1,0,1,2,0,1,2,1,3,0,2,10,4,14,cs14229909298186376339.png,11,4,58,7
2,1,1,1,2,1,0,2,3,0,0,2,1,5,14,cs14229922731758433253.png,11,4,40,7
0,1,1,4,2,0,1,2,0,2,0,1,5,0,8,cs142305164319642284.png,6,0,5,3
2,1,2,3,1,0,0,1,7,1,0,1,3,2,14,cs14230959850254961171.png,11,3,1,0
0,1,2,0,2,1,1,2,11,2,0,2,3,3,11,cs14231029279730994308.png,11,4,21,6
1,1,0,3,0,0,0,1,4,3,0,1,1,4,14,cs14231082424826669586.png,11,2,77,6
0,1,0,1,2,0,1,0,2,2,1,1,5,6,14,cs14231150950018565121.png,11,6,99,4
2,1,1,1,2,1,0,0,12,3,1,1,1,5,7,cs14232230200399435868.png,11,1,47,7
2,1,0,3,2,1,0,2,11,0,1,1,1,0,14,cs14234363459601427211.png,6,4,11,0
1,1,1,4,0,0,0,1,6,0,0,1,5,3,5,cs14235235435381513110.png,11,1,34,0
0,1,2,3,2,1,1,1,6,1,0,0,3,3,0,cs14237031777349307991.png,11,0,60,9
2,1,2,1,2,1,1,0,12,3,0,2,1,3,14,cs14237265728058378861.png,11,2,40,0
0,1,0,3,2,0,0,1,4,1,0,1,5,4,3,cs14239374426699037452.png,11,2,39,4
1,1,2,1,0,0,1,0,9,0,1,0,5,6,10,cs14241027852510627180.png,11,2,63,3
0,1,1,1,0,0,1,0,10,2,1,2,8,0,14,cs14241209791298791222.png,11,6,89,3
0,1,1,4,0,0,1,0,8,2,0,1,3,5,10,cs14242118562044037027.png,11,1,93,9
0,1,2,3,0,0,0,0,12,3,1,0,5,5,14,cs1424250840281905288.png,11,1,54,9
2,1,0,1,1,1,0,2,3,1,1,1,8,3,6,cs14244979173818131870.png,1,4,90,3
0,1,0,2,2,1,1,1,7,0,1,2,1,5,3,cs14245983098636476372.png,11,5,54,4
1,1,2,2,0,1,1,0,0,0,0,0,1,2,5,cs14247020474645890073.png,11,6,84,0
0,1,0,2,2,1,1,0,4,3,0,2,3,3,0,cs14247944062193316230.png,1,5,48,9
2,1,1,2,0,1,1,2,1,0,0,0,10,4,14,cs14248336741773608924.png,11,5,13,9
2,1,2,0,0,0,0,1,8,3,1,1,3,6,1,cs14249941608677851157.png,11,1,96,6
0,1,2,3,0,0,0,2,13,3,0,2,1,5,14,cs14250380209258412031.png,1,5,34,3
2,1,0,2,0,1,0,2,8,3,0,1,1,1,5,cs14251523604915075039.png,11,0,59,7
1,1,2,3,0,1,0,2,7,0,0,1,3,4,1,cs14252849202424755840.png,1,5,69,4
2,1,0,3,1,0,1,1,1,2,0,0,3,3,10,cs14253429176728698583.png,11,3,57,7
2,1,1,1,2,1,1,2,12,1,1,0,10,5,4,cs14257486148756424151.png,11,5,53,6
2,1,2,1,1,0,1,1,0,1,0,0,3,6,14,cs14258428301182538627.png,11,6,91,0
2,1,0,2,1,1,0,0,11,1,1,2,1,1,6,cs14258561705493779862.png,11,0,65,9
2,1,1,4,0,0,0,2,6,2,0,2,3,2,7,cs14261501389986415366.png,11,5,16,9
2,1,2,1,2,0,0,1,6,0,0,2,5,2,14,cs14261921751054876761.png,1,0,20,9
2,1,2,0,0,1,0,2,4,2,0,2,1,2,14,cs14262257370004736680.png,11,6,84,3
1,1,1,4,0,1,1,1,5,0,0,0,1,4,14,cs14263684616335430661.png,1,6,108,3
1,1,0,1,2,1,0,2,2,0,0,2,10,4,0,cs14263734552196775329.png,11,4,49,0
1,1,0,0,2,0,1,2,7,1,1,2,5,4,7,cs14264025682846552506.png,11,0,48,4
1,1,0,4,1,0,1,2,12,0,1,0,1,0,14,cs1426558166644529544.png,1,2,60,6
0,1,1,4,0,1,0,0,11,1,1,1,1,4,3,cs14266446892435613147.png,6,5,74,9
0,1,2,2,1,0,0,0,2,1,0,0,10,5,9,cs1426665552472488031.png,11,1,107,9
2,1,1,3,0,1,0,1,7,2,0,0,10,0,8,cs1426713393994388208.png,1,3,71,0
1,1,2,4,1,1,0,1,0,1,1,0,10,2,14,cs14269294972228625215.png,11,4,57,3
0,1,1,3,1,0,1,1,3,1,0,0,10,0,12,cs14270279261352080611.png,11,4,96,7
2,1,1,0,1,0,1,0,9,0,0,2,8,2,14,cs14271336222903959871.png,11,4,96,4
2,1,1,3,0,1,0,1,0,1,1,0,8,1,7,cs14272087998055873812.png,1,3,68,6
1,1,2,4,0,0,0,2,4,1,1,2,10,3,10,cs14272531418562231914.png,11,5,3,9
0,1,1,1,1,0,1,0,2,2,0,1,8,4,14,cs14273824947686377919.png,6,3,102,3
2,1,1,2,1,0,1,0,11,3,1,1,5,3,14,cs14274510482015627373.png,11,1,91,6
1,1,2,2,1,0,1,0,4,3,0,2,10,1,14,cs14275307640499160478.png,11,5,17,7
1,1,1,0,2,1,1,2,7,2,0,2,10,3,9,cs14275830214095544044.png,11,1,46,4
0,1,0,1,1,1,1,2,8,2,1,0,5,2,12,cs14276923528607073129.png,11,5,38,4
2,1,0,3,1,0,1,1,2,1,1,2,8,0,13,cs14277686469902105848.png,11,6,24,7
2,1,1,1,0,1,1,1,3,2,0,1,5,6,14,cs14278321131761201549.png,6,6,76,4
1,1,1,0,2,0,1,2,6,1,1,0,10,0,14,cs1427931977403517758.png,11,6,68,7
1,1,1,0,1,0,1,2,7,2,0,2,8,4,12,cs14282787211134899577.png,11,1,36,4
2,1,2,1,0,1,1,0,7,1,1,0,5,5,5,cs14284006529798771621.png,11,1,10,7
2,1,2,2,2,0,1,2,6,0,0,1,8,4,2,cs14284426887786548462.png,11,1,11,0
0,1,2,2,2,1,1,2,4,0,0,1,5,6,14,cs14284495157140279050.png,11,1,86,4
2,1,0,1,0,0,0,0,12,2,1,0,3,5,10,cs14284517258601260187.png,11,1,12,6
0,1,1,2,1,1,1,0,6,3,0,2,8,6,2,cs14285718798641781779.png,11,2,96,4
1,1,2,3,2,0,1,1,3,3,1,0,8,5,14,cs14287624242262336391.png,11,1,109,4
2,1,1,3,2,1,0,0,3,3,1,2,8,0,8,cs1428779376993680203.png,11,2,95,9
0,1,0,2,1,0,0,2,2,2,0,0,1,6,14,cs14288890741999952723.png,11,3,69,7
1,1,0,1,0,1,1,0,12,1,0,2,8,2,14,cs14289276204528101181.png,1,2,54,3
1,1,2,3,1,0,1,0,4,1,0,0,10,5,6,cs14289812521334270700.png,11,4,77,7
0,1,2,3,1,1,1,2,9,2,0,2,10,5,14,cs14291654906026321573.png,6,4,16,9
2,1,0,0,1,1,0,0,0,1,1,2,1,1,14,cs14293216984656579757.png,11,6,104,4
0,1,2,4,0,0,0,2,11,3,1,0,3,3,7,cs14294404905733012964.png,11,0,9,7
0,1,0,1,2,1,0,2,6,1,1,1,1,5,14,cs14294890537524730860.png,11,5,9,3
1,1,0,3,1,0,1,2,11,1,1,2,8,6,14,cs14294941011568813579.png,11,1,5,9
1,1,2,4,1,0,1,2,1,1,1,2,8,3,14,cs14297505459494307981.png,11,5,38,0
2,1,1,1,2,0,1,0,7,0,1,1,8,1,2,cs14297619612331563673.png,11,5,77,4
1,1,2,4,0,0,0,2,5,3,1,1,3,6,14,cs1429793630355712397.png,11,6,93,3
2,1,2,4,0,0,1,2,8,3,1,0,10,5,10,cs14297970071896437771.png,11,1,16,9
1,1,2,4,0,0,0,2,0,2,1,0,5,0,14,cs14298351811595346038.png,11,4,87,0
1,1,1,4,0,1,0,0,2,0,0,0,10,0,14,cs14298902544048990614.png,11,6,107,6
0,1,2,2,2,0,0,0,11,1,1,1,10,1,9,cs14299224749124113716.png,11,6,34,0
2,1,1,3,0,1,0,0,2,1,0,1,3,3,14,cs14300201353811428829.png,11,2,102,6
1,1,2,1,2,0,1,0,11,2,1,2,5,4,14,cs14300838390472593396.png,11,4,41,6
2,1,1,1,2,0,1,0,0,3,1,2,3,4,10,cs14301671804464120318.png,11,3,7,4
1,1,1,1,0,1,0,1,1,1,0,0,8,2,14,cs14302102437060410480.png,11,6,31,9
0,1,0,4,0,1,1,0,1,1,0,1,1,4,6,cs14302673027333509225.png,11,5,21,9
0,1,0,4,1,1,0,0,10,1,1,1,3,4,14,cs1430277437087023110.png,11,2,107,4
0,1,2,4,0,1,0,2,9,2,0,2,3,4,14,cs14303373722565809989.png,11,5,99,4
0,1,0,1,0,0,1,2,1,0,1,2,8,6,14,cs14303738019414969335.png,11,6,24,9
0,1,1,3,1,0,0,0,0,2,1,1,10,1,8,cs14305453804307013817.png,11,5,59,9
0,1,1,3,1,1,1,2,6,0,0,1,10,1,6,cs14305677545508948769.png,1,3,46,9
0,1,2,2,0,1,0,1,2,1,0,0,8,1,14,cs14306769768619460951.png,1,6,46,9
2,1,0,3,0,1,1,2,5,0,1,0,3,6,11,cs14308203327196689724.png,11,4,27,7
2,1,2,4,2,1,1,2,3,3,1,0,1,1,14,cs14308283752592942290.png,6,0,55,4
0,1,2,3,1,0,1,2,8,0,1,0,8,2,11,cs1430859995223069465.png,1,4,8,7
0,1,1,2,2,0,1,1,7,2,0,1,10,6,9,cs1430891348185605650.png,11,5,58,4
2,1,2,4,0,1,0,0,12,3,0,0,8,0,3,cs14309973321239204464.png,11,2,60,3
1,1,0,0,0,1,1,2,9,3,1,1,1,4,4,cs14310551994939462239.png,11,2,92,3
2,1,0,4,1,0,0,0,12,1,1,0,8,5,14,cs14311791557671430988.png,11,6,66,6
2,1,2,3,1,1,1,0,6,0,1,1,10,0,14,cs1431183014925178500.png,11,6,34,3
1,1,2,3,0,0,1,2,6,1,0,2,5,3,14,cs14312411355977542247.png,11,4,31,0
1,1,0,4,1,1,0,0,9,0,0,2,8,3,6,cs14312422333465997974.png,11,3,1,4
1,1,1,1,2,0,1,1,13,3,1,2,3,4,5,cs14313564016218015918.png,11,2,80,9
2,1,2,4,1,1,0,1,1,1,0,0,3,0,14,cs14314467072977091689.png,11,3,21,9
1,1,2,0,1,1,0,2,4,0,1,1,1,5,14,cs1431490520547123926.png,11,1,62,3
2,1,0,4,2,0,0,1,9,1,1,2,1,4,14,cs14316911368548599770.png,11,3,97,3
1,1,2,0,2,1,0,1,4,1,1,1,3,1,7,cs14317255588857820716.png,6,4,95,4
1,1,2,1,1,1,1,2,10,0,1,2,1,5,5,cs14319835637627867268.png,11,5,11,0
1,1,1,4,2,1,0,1,6,3,0,2,10,1,14,cs14320547217420400404.png,11,4,92,7
1,1,1,2,0,1,0,2,7,2,1,0,10,1,10,cs14320629989582878772.png,11,4,74,7
1,1,0,0,2,1,1,2,8,3,1,2,5,1,14,cs14322889046563447883.png,11,0,52,4
2,1,2,0,0,1,1,1,11,0,1,1,5,5,6,cs14323012380536132325.png,11,2,39,4
2,1,0,3,0,0,0,2,0,3,0,1,10,6,14,cs14323414201685897616.png,11,0,38,4
2,1,2,3,0,0,0,1,6,1,1,1,8,0,14,cs1432354498541194627.png,11,4,44,4
1,1,1,2,0,1,0,1,8,1,0,2,8,6,14,cs14323663793107286866.png,11,2,50,6
1,1,0,2,1,1,1,1,5,3,0,2,3,2,13,cs14324280139592832286.png,1,1,48,3
1,1,1,2,1,0,1,1,13,1,1,2,10,3,14,cs14325753395084915142.png,11,1,46,7
2,1,0,1,1,0,0,0,1,3,1,0,10,6,14,cs14326890110750158452.png,6,3,5,0
2,1,2,1,2,1,1,2,8,1,1,1,8,5,14,cs14330184444917803261.png,11,1,42,3
1,1,0,3,0,1,0,2,9,1,0,1,1,6,14,cs14332009855139045717.png,11,1,20,3
0,1,0,4,2,0,0,1,7,1,0,1,1,5,9,cs14332080204323516015.png,11,2,97,9
2,1,0,0,0,0,1,2,1,1,0,0,5,2,14,cs14332853850369436220.png,11,1,65,6
0,1,2,1,0,1,0,0,10,0,0,2,8,1,10,cs14333576133531675891.png,11,2,1,7
2,1,1,3,2,0,0,0,5,2,1,1,10,5,8,cs14335935610672581576.png,6,2,85,9
2,1,2,3,1,1,1,1,1,3,1,0,8,2,6,cs14336813883040448923.png,11,1,42,4
1,1,2,2,1,1,0,1,2,2,1,1,10,1,10,cs14337143430421627041.png,11,5,109,7
0,1,2,1,2,1,1,1,5,0,0,2,8,1,14,cs14337504216861149932.png,11,4,105,3
0,1,2,2,0,0,0,1,13,2,1,2,10,6,4,cs14338145788420402185.png,11,2,96,4
2,1,0,3,1,1,1,0,6,0,1,1,5,3,14,cs14339129097461133437.png,11,3,64,6
0,1,2,1,0,1,0,2,8,2,1,1,10,5,14,cs1433970214094016111.png,11,4,71,3
2,1,0,4,0,0,0,1,0,1,1,2,1,5,9,cs14339788468190688023.png,1,0,93,9
2,1,0,0,1,0,1,1,10,3,1,1,5,2,14,cs1434103187662828314.png,11,0,43,0
2,1,2,1,1,1,1,1,1,1,0,0,8,0,11,cs1434233316975731572.png,11,2,6,9
1,1,1,0,1,1,0,1,11,3,0,2,8,0,14,cs1434369972178377921.png,11,4,77,0
2,1,2,2,2,1,1,0,7,1,1,0,1,5,14,cs14345244392751263300.png,11,5,108,4
1,1,1,0,1,0,0,1,10,2,0,2,1,1,14,cs14346241344118293646.png,11,4,91,6
2,1,1,1,1,0,1,2,7,3,1,2,5,4,14,cs14347335578814344608.png,11,6,40,7
0,1,2,4,1,0,1,0,11,0,0,2,10,1,10,cs14348104899867161362.png,11,6,87,7
1,1,0,1,0,0,1,0,12,2,0,0,1,6,14,cs14348242916881092160.png,11,0,64,4
2,1,0,3,1,1,0,2,6,1,1,0,10,5,14,cs14350587360221194245.png,11,0,76,3
0,1,0,0,2,0,0,0,7,1,1,0,8,1,11,cs14352893329663984595.png,11,3,74,6
2,1,2,4,1,1,1,2,7,2,0,2,10,6,14,cs14353174906255882491.png,11,0,59,6
0,1,1,0,0,1,0,2,12,3,0,0,5,0,4,cs14355650804957050246.png,11,6,77,6
1,1,1,2,0,0,1,2,11,1,1,2,3,1,14,cs14356924738010332338.png,11,5,88,7
2,1,1,2,2,1,1,2,4,2,0,1,1,3,10,cs14359208769370165631.png,1,4,105,4
2,1,1,0,1,0,1,1,2,3,1,2,10,2,4,cs14359810671013892919.png,11,5,10,6
2,1,0,2,2,0,1,0,2,1,0,2,10,4,14,cs14361177131075996246.png,11,6,43,9
0,1,2,4,2,0,0,0,5,0,0,0,3,3,11,cs14361328954246469708.png,11,4,0,4
0,1,1,1,2,0,1,0,10,1,0,2,10,0,14,cs1436149581829669831.png,11,3,83,3
1,1,0,1,0,1,1,0,11,1,0,2,1,3,9,cs14362070719272545776.png,11,6,58,4
1,1,0,2,1,0,0,1,1,3,0,2,1,6,14,cs14362855446609113040.png,11,4,14,6
2,1,2,0,2,0,1,2,4,0,0,0,5,0,0,cs14363846514836842618.png,11,1,85,9
2,1,0,1,1,0,1,1,6,1,0,1,5,6,14,cs14367009242427944604.png,11,4,16,0
0,1,2,2,0,1,1,2,13,2,0,2,8,3,14,cs14367556956263207002.png,11,0,21,3
2,1,0,3,2,0,1,1,12,1,0,2,1,4,6,cs14369525735648591741.png,11,0,97,9
0,1,0,0,0,1,0,2,6,0,1,2,3,6,3,cs14371304728999280268.png,11,2,91,7
2,1,0,3,0,0,1,1,6,2,0,1,8,2,0,cs14371597988835654996.png,6,4,1,6
2,1,2,3,1,0,0,0,6,1,0,1,8,5,14,cs14372339433141245345.png,1,2,89,6
2,1,2,1,1,1,1,0,12,1,1,1,10,6,7,cs14373389656154796109.png,11,6,46,6
1,1,1,3,1,0,0,2,1,0,0,2,3,6,14,cs14373543312834060231.png,11,4,0,3
0,1,1,2,0,1,0,1,12,1,1,2,10,4,14,cs14373629698133807547.png,11,1,64,9
1,1,0,3,0,1,0,0,7,1,0,0,3,6,9,cs14375408717667030130.png,11,6,48,0
1,1,0,1,1,1,0,2,12,3,1,2,5,6,8,cs14375713181186397589.png,11,1,29,6
2,1,2,4,0,1,0,2,1,0,1,1,10,6,9,cs14378008050670142408.png,11,5,43,0
2,1,0,0,0,0,1,1,11,0,0,1,1,5,7,cs14383493673700821114.png,6,0,52,0
2,1,2,4,2,1,0,1,7,3,0,0,10,6,14,cs14383835522729560717.png,1,3,49,3
0,1,1,0,1,1,1,0,13,3,0,0,5,6,14,cs14384657141857353489.png,11,4,28,9
2,1,2,0,2,0,1,0,9,2,1,0,8,2,1,cs14385548067044692245.png,6,6,59,6
1,1,0,0,2,1,0,1,8,0,1,1,1,2,6,cs14387833485657034995.png,11,6,22,7
1,1,1,3,2,1,0,2,9,0,0,2,8,3,2,cs14387958589205124462.png,11,5,62,0
0,1,2,4,0,1,0,0,9,1,1,2,8,0,14,cs143886627076913530.png,11,3,62,6
1,1,0,4,2,0,1,2,12,1,0,0,5,0,14,cs14389140998357341609.png,11,0,88,4
0,1,2,4,0,0,1,2,3,1,1,0,5,4,4,cs14389827140133268315.png,11,1,100,6
0,1,1,0,1,1,0,1,11,3,1,1,10,5,14,cs14391472309403174358.png,11,3,14,7
1,1,1,3,2,0,1,0,1,2,1,1,10,1,6,cs14392468924935945869.png,11,2,85,3
1,1,2,4,0,0,0,2,3,1,0,2,3,0,14,cs14393524493394026211.png,11,6,86,3
2,1,0,2,0,1,0,2,0,0,0,0,5,5,7,cs14393535738123088004.png,11,4,20,4
2,1,2,4,1,0,0,1,2,1,1,0,3,4,13,cs1439428382496502505.png,1,1,67,7
0,1,2,2,2,1,1,1,12,3,0,1,1,6,14,cs14394895707675781759.png,11,0,107,6
2,1,0,1,0,1,0,1,1,2,1,0,3,5,8,cs14398871318693261651.png,11,2,10,9
2,1,0,2,0,1,0,2,0,1,1,1,3,4,14,cs14399827516358644668.png,11,6,76,9
2,1,1,1,1,1,0,0,12,2,1,2,3,5,3,cs14400323619973718092.png,11,0,42,7
1,1,0,0,0,0,1,0,13,3,1,1,8,3,9,cs14400401768137069796.png,11,2,46,0
2,1,2,1,0,1,1,0,5,2,1,1,1,1,14,cs14400569081930113438.png,6,4,109,3
0,1,2,1,1,1,0,0,4,3,0,2,1,1,5,cs1440060526725891801.png,11,5,6,7
1,1,0,0,0,1,0,2,4,1,1,2,10,2,14,cs14400781225021317710.png,11,2,67,7
2,1,2,2,1,1,1,1,0,1,0,2,1,3,14,cs14401227842320040442.png,11,2,87,4
1,1,0,2,1,1,0,0,6,1,0,0,8,4,0,cs14402340780873959674.png,1,6,103,4
0,1,0,3,1,0,1,1,11,2,1,2,10,6,4,cs14402393269318116700.png,1,6,81,3
1,1,2,0,1,0,1,1,9,1,1,2,8,2,14,cs14403977202478203211.png,11,2,102,4
1,1,2,3,2,0,1,2,8,1,0,0,8,6,14,cs14403978970913497119.png,11,2,105,3
2,1,0,4,2,1,1,1,11,2,1,1,5,2,14,cs14404310244161745804.png,11,4,50,3
1,1,2,3,1,0,1,0,3,1,1,2,5,1,14,cs14404522660897967135.png,11,5,44,7
2,1,0,2,2,1,1,1,0,0,0,2,10,5,3,cs14406897497571324001.png,11,4,89,7
1,1,2,2,1,1,0,2,11,2,0,0,8,6,14,cs14407765905187220978.png,11,4,64,7
0,1,0,3,1,0,0,2,3,1,0,0,10,2,3,cs14407773973525660991.png,1,3,40,4
0,1,1,3,2,0,0,1,13,1,0,2,3,4,4,cs14410475756061455274.png,11,3,68,0
1,1,1,4,2,0,1,1,6,3,0,1,10,1,14,cs14412317411135579603.png,6,2,21,4
